14;ve_Branco;  Branco;1365879;1359282;2488098;2614455;1885634;2559238;3341497;3576011;1987023;1717926;2136202;1611948;1652620;1623957;2184184;1757709;1829666;1475021;915896;623700;508363;540501;359722;1063523;729230;681027;926822;509446;141131;65715;71473;198179;11952;117725;15165;7655;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;ESPUMANTES ;ESPUMANTES ;2743678;2907289;3523335;3625230;3442734;3691348;4204666;4150746;3684240;3246929;3257451;2301421;2432386;2601590;2778815;3238436;4058335;3006097;2845663;3766581;2720096;2442072;1846809;2183871;2661540;2276321;2154497;3054624;3253174;5606536;4330795;4494015;4267544;4798284;5485441;6776672;7728838;8596406;9539610;11242890;12647906;13305275;14889147;15978504;17191075;18897144;16945710;17583283;18218375;22759859;22610762;31242697
16;es_Espumante_Moscatel;  Espumante  Moscatel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19222;29712;50670;194723;474162;525996;594044;673332;1071448;1320959;1585203;1905395;2500230;2946179;2996441;3610289;3783531;4588465;5010704;4507467;5561181;6526075;8997187;9298571;12240059
17;es_Espumante;  Espumante;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3035402;3223462;5555866;4136072;4019853;3741548;4204240;4812109;5705224;6407879;7011203;7634215;8742660;9701727;10308834;11278858;12194973;12602610;13886440;12438243;12022102;11692300;13762361;13311450;19001999
18;es_Espumante Orgânico;  Espumante Orgânico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;742;639
19;SUCO DE UVAS;SUCO DE UVAS;2626855;2745249;4069351;5668991;4673891;5802187;6433821;6814893;6963440;6096784;5837620;3994038;4081256;4625317;6167053;4711949;5767993;4932369;4191947;4642831;5431892;7630442;5699977;7605488;6504949;4865675;4495950;4996959;9025797;7778310;6847466;11498893;9140897;7496195;8805190;14675316;15640857;18514411;21568032;29131455;35164681;45222136;53832204;75973297;88013377;115288072;92290851;107243326;140472108;147907617;144889668;147753321
20;su_Suco_Natural;   Suco Natural Integral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131628685;114453657;115173833
21;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7759932;22066742;26136089
22;su_Suco_Orgânico;   Suco Orgânico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416849;553391;902299
23;su_Outros_sucos;   Outros sucos de uvas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8102151;7815879;5541100
24;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;0;0;59044;1951966;1619428;768401;1467883;2444089;2454178;2751886;4142363;3064156;3148110;3447837;3923167;5736808;7553410;5969562;5656096;6716197;8211959;7311205;10607336;12178160;10005084;11029248;11625777;16724519;13944137;16261806;15315971;14704091;16499202;15246651;19218964;23221898;23228388;25603588;27880465;31861857;30827991;34892316;33529324;38369914;39359935;34923477;28859784;26815645;23572263;28721470;22422414;26730942
25;OUTROS PRODUTOS COMERCIALIZADOS;OUTROS PRODUTOS COMERCIALIZADOS;19844550;20351384;23615205;25401454;24530878;23102540;28321777;27333925;29509570;29719709;18053687;19698180;17770629;13706809;15284617;15655775;19777809;25522173;24276716;19148275;17145444;18701133;13669760;17047905;21351477;21348586;27574147;31437414;29935005;34388096;37168164;30853863;29950775;29636903;32261664;32226420;27088994;27833872;28697650;26554757;29023870;28783827;30316511;36841561;34963296;31922948;27120309;28027052;31246158;34794651;26547242;26657930
26;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3734763;310886;192057;17618
27;ou_Agrin;  Agrin (fermentado, acetico misto);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7861278;7419736;7677906;7188135;7268443;6745427;6852708;5997697;5311258;56936;0;0;0;0;0;0;0;0
28;ou_Aguardente;  Aguardente de vinho 50°gl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;866;0
29;ou_Alcool_vinico;  Alcool vinico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6315;49662;21575;0;6640;0
30;ou_Bagaceira;  Bagaceira (graspa);1192987;1111014;1059696;997624;839441;706946;698399;595137;432596;812433;494061;1770895;496554;339085;434913;289415;353074;236724;285409;202478;174148;149352;38015;53928;20016;39232;46959;33549;14356;5121;8213;13881;23901;28128;31294;31048;29939;21186;23195;21133;16413;18111;14710;17075;14472;16268;9301;9257;6929;8746;7610;7676
31;ou_Base_champenoise;  Base champenoise champanha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69800;0;11;41134;42671;27078;46476;72774;74805;48866;74941;65692;8772;9580
32;ou_Base_charmat;  Base charmat champanha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;42847;66220;46518;97260;75067;117404;122356;298836;287361;271714;123;4230
33;ou_Base_espumante;  Base espumante moscatel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12794;0;18418;22162;25921;26483;37395;77054;131739;139070;109200;115468;23703;49734
34;ou_Bebida;  Bebida de uva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1767072;2977407;4533973;5097873;5369833;3888187;1279586;763368;532821;261223;291188;70999;2801;1483;10297;10330;498512;354511;324298
35;ou_Borra_liqwuida;  Borra líquida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12000;13000;22016;21980;22000;33381;24091;15000;20795;11600;17398;22975;935
36;ou_Borra_seca;  Borra seca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24543;18640;0;46000;73006;89000;62825;106400;128754;57292;4970;721280;153770;146260;414100
37;ou_Brandy;  Brandy (conhaque);9388296;9893167;11876098;12156057;12885577;11418527;14938849;12858163;12014556;9991254;2593406;1637947;1348154;1212182;1074816;1551097;2308675;1553986;1786613;2232781;1464094;1627961;1488284;1278706;1519307;1846401;2331889;2201034;2441572;2480893;2035067;2018918;2030651;2729201;2505882;2074381;5500;5929;6606;7151;6448;5640;5495;6276;6625;8118;8253;5089;4652;5015;7966;7311
38;ou_Cooler;  Cooler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9062619;8806545;4474031;2649267;3190379;1975289;2756302;2798706;2664342;3078523;4571501;5764233;9424282;10847415;10994658;10423992;7355796;6674776;6005392;5067810;5008953;4367404;4561959;4674272;4684087;4258333;4028017;4045218;3297202;2450732;2471612;3091682;3782516;6260381;6107943
39;ou_Coquetel;  Coquetel com vinho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1428500;1286524;932979;798624;791532;1354734;977962;805235;907199;806955;736496;611787;506532;418433;349836;269701;205664;244184
40;ou_Destilado;  Destilado de vinho;533987;1023876;1573023;1485567;1409986;1793135;1373075;780548;866773;3062750;1778900;2728959;3466121;2029714;1678482;1460361;5142969;2601744;2220670;1382427;577779;181500;109142;71000;236400;135045;276355;368631;256061;409640;400579;208570;169986;169245;171335;167878;194434;139410;32281;100;31814;90364;30000;24838;150;0;6700;0;82;309;200;175
41;ou_Filtrado_doce;  Filtrado doce;346403;432991;670626;837970;1039110;1353194;1792832;2292414;2396689;3374608;4414074;3861367;4261912;4062927;4994248;6005137;5065559;6529116;5574201;6698678;7009725;8163189;7140569;8373602;12190120;11222169;8890818;11400130;11506197;14457195;11065803;10253296;9105252;7954174;8558393;7990925;7820382;7586058;7551842;6533888;6611313;7001836;7108554;6685648;6267047;6001714;4225414;4208753;3867645;4076204;2415338;2430821
42;ou_Jeropiga;  Jeropiga;0;0;0;0;0;0;48203;34624;56372;47738;25352;4236;30410;25618;36717;130094;86296;19124;59251;49075;47536;35880;25440;25053;36612;33024;85560;78504;49339;71800;66197;66824;5003;52987;31123;23553;46926;19926;10796;14443;37310;57887;55050;94860;64937;58860;14429;508;173;0;1267;1763
43;ou_Mistelas;  Mistelas;178350;81510;133865;160470;45878;272141;88300;195060;2217900;6293317;3806641;4518098;2068930;872156;1095044;83792;320098;188048;221836;8265;175827;0;91000;1229584;1968299;986673;906081;420127;108555;27060;0;6619;650136;10435;3741;5009;4500;3430;3340;7034;26577;983;5097;1655;948;1144;835;1194;1902;3765;1201;9075
44;ou_Mosto_concentrado;  Mosto concentrado;44971;20502;0;0;761417;251197;309196;84058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42000;0;54120;55728;124870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;ou_Mosto_uva;  Mosto de uva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;717;233420;7740;2000;0;0;12438;291399;29304;325562;1818425;335966;9458;63971;715708;5736852;48044;803171
46;ou_Mosto_sulfitado;  Mosto sulfitado;401030;410850;447600;1724244;239200;34300;420300;746326;327450;485800;113550;360180;607630;215868;914641;57717;218400;0;0;0;0;0;0;0;0;4982;0;0;0;88000;180900;369070;2080050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94000;0;0
47;ou_Nectar;  Nectar de uva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1085422;451845;362230;358963;541685;2019104;4933019;5397459;5703340;5644055;5347775;3488907;3959884;3288046;4727294;3517417;4006608;3319597;4021229
48;ou_Outros_produtos;  Outros produtos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1491;1579563;5934;597586;743367;418132;284824;385029;484205;529274;639191;660042;763041;1082923;1773526;2294581;2543754;2105686
49;ou_Polpa;  Polpa de uva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;832399;940619;987828;1177805;1316846;1339958;2774322;1875782;1995839;1981851;2358125;2500025;1924093;1876212;1853162;1838395;1129453;1002033
50;ou_Preparado_líquido;  Preparado líquido para refresco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94231;91243;126667;632074;753842;694816;467005;377010;367193;613313;623481;259320;160245;33684;30519;76888;52567;11366;23455
51;ou_Refrigerante;  Refrigerante +50% suco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40574;110648;144945;175954
52;ou_Sangria;  Sangria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330576;1118654;1142453;1208403;541088;455704;192082;172214;158868;73590;76039;86279;131599;77070;62272;58498;67279;11017;17222
53;ou_Vinagre_balsamico;  Vinagre balsamico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7059;9338;9344;17384;20395;36937;67502;78540;102259;122749;124379;120677;101991;81944;133714;211653;248771;332217
54;ou_Vinagre_duplo;  Vinagre duplo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277450;93100;125312;479747;687430;426804;912242;875720;1208132;3233270;969702;1164527;1083539;975992;888589;1130092;1075579;795060
55;ou_Vinagre_simples;  Vinagre simples;1359297;1256068;1524908;1426737;1717666;1574960;748459;1549579;2452955;2144256;2052253;2296456;2434183;2490691;2690012;3397749;2503550;2156496;2696620;1067310;362275;544002;1614757;1521123;1287211;2921137;3303855;2472555;2394887;2426530;6654097;1767848;1587601;2272996;1659785;1785401;2088195;2338035;2813447;2996318;3336175;3386303;4027358;8049936;8180657;8188031;8186761;7686691;6994467;6246945;6049584;5647166
56;ou_Vinho_acetificado;  Vinho acetificado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7224172;8162500;4606230;2784540;3715390;3920000;2947650;4314150;3396380;1959030;892770;921000;1547161;808389;1123858;983700;2110450;3154800;4465675;3359266;3097566;2769202;2158993;2592380;1879227;1448086
57;ou_Vinho_base;  Vinho base para espumantes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19456;30000;68;0;0;10649;0;0;0;0;0;0;0;0;0;0;0;0
58;ou_Vinho_composto;  Vinho composto;3386173;3645774;3921573;4168841;3670736;3493104;5429800;5170582;5649977;976174;697908;579372;708876;657957;656837;1081646;2008030;1803640;1381934;1754501;3746797;3842243;375229;884622;559442;645253;559501;847456;1137668;1199898;1084344;276791;300;582970;1251605;1104777;844292;898156;1065845;542123;661586;662965;510914;595513;450121;413735;377685;485944;249165;366549;63625;227116
59;ou_Vinho_licoroso;  Vinho licoroso;3013056;2475632;2407816;2443944;1921867;2205036;2474364;3027434;3094302;2531379;2077542;1940670;2347859;1800611;1708907;1598767;1771158;1370676;1243637;1278729;937996;966627;812035;811985;735364;796208;814706;756557;1655907;1013137;1110159;957388;926253;889520;771129;741139;727728;587652;557062;591313;638487;593486;645341;609153;616904;510975;546189;496746;491165;465964;362340;376597
60;ou_Vinho_leve;  Vinho leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;306;396;0
61;ou_Vinho_gaseificado;  Vinho gaseificado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;136;4012;53495
