ano|pais_origem|pais_destino|tipo|quantidade|valor
1970|Brasil|Luxemburgo|Vinhos de mesa|0|0.0
1970|Brasil|Macedônia|Vinhos de mesa|0|0.0
1970|Brasil|Marrocos|Vinhos de mesa|0|0.0
1970|Brasil|México|Vinhos de mesa|0|0.0
1970|Brasil|Moldávia|Vinhos de mesa|0|0.0
1970|Brasil|Montenegro|Vinhos de mesa|0|0.0
1970|Brasil|Noruega|Vinhos de mesa|0|0.0
1970|Brasil|Nova Zelândia|Vinhos de mesa|0|0.0
1970|Brasil|Paises Baixos (Holanda)|Vinhos de mesa|0|0.0
1970|Brasil|Panamá|Vinhos de mesa|0|0.0
1970|Brasil|Peru|Vinhos de mesa|0|0.0
1970|Brasil|Porto Rico|Vinhos de mesa|0|0.0
1970|Brasil|Portugal|Vinhos de mesa|785609|531480.0
1970|Brasil|Reino Unido|Vinhos de mesa|0|0.0
1970|Brasil|Republica Dominicana|Vinhos de mesa|0|0.0
1970|Brasil|Romênia|Vinhos de mesa|0|0.0
1970|Brasil|Rússia|Vinhos de mesa|0|0.0
1970|Brasil|San Marino|Vinhos de mesa|0|0.0
1970|Brasil|Sérvia|Vinhos de mesa|0|0.0
1970|Brasil|Síria|Vinhos de mesa|0|0.0
1970|Brasil|Suíça|Vinhos de mesa|0|0.0
1970|Brasil|Tcheca, República|Vinhos de mesa|0|0.0
1970|Brasil|Tunísia|Vinhos de mesa|0|0.0
1970|Brasil|Turquia|Vinhos de mesa|0|0.0
1970|Brasil|Ucrânia|Vinhos de mesa|0|0.0
1970|Brasil|Uruguai|Vinhos de mesa|5767|1871.0
1970|Brasil|Não consta na tabela|Vinhos de mesa|0|0.0
1970|Brasil|Não declarados|Vinhos de mesa|0|0.0
1970|Brasil|Outros|Vinhos de mesa|5508|4255.0
1971|Brasil|Africa do Sul|Vinhos de mesa|0|0.0
1971|Brasil|Alemanha|Vinhos de mesa|34606|26027.0
1971|Brasil|Argélia|Vinhos de mesa|0|0.0
1971|Brasil|Arábia Saudita|Vinhos de mesa|0|0.0
1971|Brasil|Argentina|Vinhos de mesa|24942|15022.0
1971|Brasil|Austrália|Vinhos de mesa|0|0.0
1971|Brasil|Áustria|Vinhos de mesa|0|0.0
1971|Brasil|Bermudas|Vinhos de mesa|0|0.0
1971|Brasil|Bélgica|Vinhos de mesa|0|0.0
1971|Brasil|Bolívia|Vinhos de mesa|0|0.0
1971|Brasil|Bósnia-Herzegovina|Vinhos de mesa|0|0.0
1971|Brasil|Brasil|Vinhos de mesa|0|0.0
1971|Brasil|Bulgária|Vinhos de mesa|0|0.0
1971|Brasil|Canada|Vinhos de mesa|0|0.0
1971|Brasil|Chile|Vinhos de mesa|74406|52240.0
1971|Brasil|China|Vinhos de mesa|0|0.0
1971|Brasil|Coreia do Sul, República|Vinhos de mesa|0|0.0
1971|Brasil|Croácia|Vinhos de mesa|0|0.0
1971|Brasil|Emirados Árabes Unidos|Vinhos de mesa|0|0.0
1971|Brasil|Eslovênia|Vinhos de mesa|0|0.0
1971|Brasil|Eslováquia|Vinhos de mesa|0|0.0
1971|Brasil|Espanha|Vinhos de mesa|140507|50191.0
1971|Brasil|Estados Unidos|Vinhos de mesa|915|190.0
1971|Brasil|França|Vinhos de mesa|88714|72978.0
1971|Brasil|Geórgia|Vinhos de mesa|0|0.0
1971|Brasil|Geórgia do Sul e Sandwich do Sul, Ilhas|Vinhos de mesa|0|0.0
1971|Brasil|Grécia|Vinhos de mesa|0|0.0
1971|Brasil|Hong Kong|Vinhos de mesa|0|0.0
1971|Brasil|Hungria|Vinhos de mesa|0|0.0
1971|Brasil|Indonesia|Vinhos de mesa|0|0.0
1971|Brasil|Irlanda|Vinhos de mesa|0|0.0
1971|Brasil|Israel|Vinhos de mesa|0|0.0
1971|Brasil|Itália|Vinhos de mesa|108409|56377.0
1971|Brasil|Japão|Vinhos de mesa|0|0.0
1971|Brasil|Iugoslavia|Vinhos de mesa|640|375.0
1971|Brasil|Líbano|Vinhos de mesa|0|0.0
1971|Brasil|Luxemburgo|Vinhos de mesa|0|0.0
1971|Brasil|Macedônia|Vinhos de mesa|0|0.0
1971|Brasil|Marrocos|Vinhos de mesa|0|0.0
1971|Brasil|México|Vinhos de mesa|0|0.0
1971|Brasil|Moldávia|Vinhos de mesa|0|0.0
1971|Brasil|Montenegro|Vinhos de mesa|0|0.0
1971|Brasil|Noruega|Vinhos de mesa|0|0.0
1971|Brasil|Nova Zelândia|Vinhos de mesa|0|0.0
1971|Brasil|Paises Baixos (Holanda)|Vinhos de mesa|0|0.0
1971|Brasil|Panamá|Vinhos de mesa|0|0.0
1971|Brasil|Peru|Vinhos de mesa|0|0.0
1971|Brasil|Porto Rico|Vinhos de mesa|0|0.0
1971|Brasil|Portugal|Vinhos de mesa|897310|620790.0
1971|Brasil|Reino Unido|Vinhos de mesa|0|0.0
1971|Brasil|Republica Dominicana|Vinhos de mesa|0|0.0
1971|Brasil|Romênia|Vinhos de mesa|0|0.0
1971|Brasil|Rússia|Vinhos de mesa|0|0.0
1971|Brasil|San Marino|Vinhos de mesa|0|0.0
1971|Brasil|Sérvia|Vinhos de mesa|0|0.0
1971|Brasil|Síria|Vinhos de mesa|0|0.0
1971|Brasil|Suíça|Vinhos de mesa|0|0.0
1971|Brasil|Tcheca, República|Vinhos de mesa|0|0.0
1971|Brasil|Tunísia|Vinhos de mesa|0|0.0
1971|Brasil|Turquia|Vinhos de mesa|0|0.0
1971|Brasil|Ucrânia|Vinhos de mesa|0|0.0
1971|Brasil|Uruguai|Vinhos de mesa|1917|636.0
1971|Brasil|Não consta na tabela|Vinhos de mesa|0|0.0
1971|Brasil|Não declarados|Vinhos de mesa|0|0.0
1971|Brasil|Outros|Vinhos de mesa|77789|42028.0
1972|Brasil|Africa do Sul|Vinhos de mesa|0|0.0
1972|Brasil|Alemanha|Vinhos de mesa|134438|92103.0
1972|Brasil|Argélia|Vinhos de mesa|0|0.0
1972|Brasil|Arábia Saudita|Vinhos de mesa|0|0.0
1972|Brasil|Argentina|Vinhos de mesa|104906|58137.0
1972|Brasil|Austrália|Vinhos de mesa|0|0.0
1972|Brasil|Áustria|Vinhos de mesa|353|520.0
1972|Brasil|Bermudas|Vinhos de mesa|0|0.0
1972|Brasil|Bélgica|Vinhos de mesa|0|0.0
1972|Brasil|Bolívia|Vinhos de mesa|0|0.0
1972|Brasil|Bósnia-Herzegovina|Vinhos de mesa|0|0.0
1972|Brasil|Brasil|Vinhos de mesa|0|0.0
1972|Brasil|Bulgária|Vinhos de mesa|0|0.0
1972|Brasil|Canada|Vinhos de mesa|0|0.0
1972|Brasil|Chile|Vinhos de mesa|161736|95654.0
1972|Brasil|China|Vinhos de mesa|0|0.0
1972|Brasil|Coreia do Sul, República|Vinhos de mesa|0|0.0
1972|Brasil|Croácia|Vinhos de mesa|0|0.0
1972|Brasil|Emirados Árabes Unidos|Vinhos de mesa|0|0.0
1972|Brasil|Eslovênia|Vinhos de mesa|0|0.0
1972|Brasil|Eslováquia|Vinhos de mesa|0|0.0
1972|Brasil|Espanha|Vinhos de mesa|300582|116710.0
1972|Brasil|Estados Unidos|Vinhos de mesa|2156|1337.0
1972|Brasil|França|Vinhos de mesa|176688|173001.0
1972|Brasil|Geórgia|Vinhos de mesa|0|0.0
1972|Brasil|Geórgia do Sul e Sandwich do Sul, Ilhas|Vinhos de mesa|0|0.0
1972|Brasil|Grécia|Vinhos de mesa|0|0.0
1972|Brasil|Hong Kong|Vinhos de mesa|0|0.0
1972|Brasil|Hungria|Vinhos de mesa|0|0.0
1972|Brasil|Indonesia|Vinhos de mesa|0|0.0
1972|Brasil|Irlanda|Vinhos de mesa|0|0.0
1972|Brasil|Israel|Vinhos de mesa|0|0.0
1972|Brasil|Itália|Vinhos de mesa|142196|96943.0
1972|Brasil|Japão|Vinhos de mesa|0|0.0
1972|Brasil|Iugoslavia|Vinhos de mesa|1824|1137.0
1972|Brasil|Líbano|Vinhos de mesa|0|0.0
1972|Brasil|Luxemburgo|Vinhos de mesa|0|0.0
1972|Brasil|Macedônia|Vinhos de mesa|0|0.0
1972|Brasil|Marrocos|Vinhos de mesa|0|0.0
1972|Brasil|México|Vinhos de mesa|0|0.0
1972|Brasil|Moldávia|Vinhos de mesa|0|0.0
1972|Brasil|Montenegro|Vinhos de mesa|0|0.0
1972|Brasil|Noruega|Vinhos de mesa|0|0.0
1972|Brasil|Nova Zelândia|Vinhos de mesa|0|0.0
1972|Brasil|Paises Baixos (Holanda)|Vinhos de mesa|0|0.0
1972|Brasil|Panamá|Vinhos de mesa|0|0.0
1972|Brasil|Peru|Vinhos de mesa|0|0.0
1972|Brasil|Porto Rico|Vinhos de mesa|0|0.0
1972|Brasil|Portugal|Vinhos de mesa|1650727|1226232.0
1972|Brasil|Reino Unido|Vinhos de mesa|0|0.0
1972|Brasil|Republica Dominicana|Vinhos de mesa|0|0.0
1972|Brasil|Romênia|Vinhos de mesa|0|0.0
1972|Brasil|Rússia|Vinhos de mesa|0|0.0
1972|Brasil|San Marino|Vinhos de mesa|0|0.0
1972|Brasil|Sérvia|Vinhos de mesa|0|0.0
1972|Brasil|Síria|Vinhos de mesa|0|0.0
1972|Brasil|Suíça|Vinhos de mesa|0|0.0
1972|Brasil|Tcheca, República|Vinhos de mesa|0|0.0
1972|Brasil|Tunísia|Vinhos de mesa|0|0.0
1972|Brasil|Turquia|Vinhos de mesa|0|0.0
1972|Brasil|Ucrânia|Vinhos de mesa|0|0.0
1972|Brasil|Uruguai|Vinhos de mesa|7394|2741.0
1972|Brasil|Não consta na tabela|Vinhos de mesa|0|0.0
1972|Brasil|Não declarados|Vinhos de mesa|0|0.0
1972|Brasil|Outros|Vinhos de mesa|79052|25032.0
1973|Brasil|Africa do Sul|Vinhos de mesa|0|0.0
1973|Brasil|Alemanha|Vinhos de mesa|111523|98638.0
1973|Brasil|Argélia|Vinhos de mesa|0|0.0
1973|Brasil|Arábia Saudita|Vinhos de mesa|0|0.0
1973|Brasil|Argentina|Vinhos de mesa|116887|76121.0
1973|Brasil|Austrália|Vinhos de mesa|0|0.0
1973|Brasil|Áustria|Vinhos de mesa|2310|2081.0
1973|Brasil|Bermudas|Vinhos de mesa|0|0.0
1973|Brasil|Bélgica|Vinhos de mesa|0|0.0
1973|Brasil|Bolívia|Vinhos de mesa|0|0.0
1973|Brasil|Bósnia-Herzegovina|Vinhos de mesa|0|0.0
1973|Brasil|Brasil|Vinhos de mesa|0|0.0
1973|Brasil|Bulgária|Vinhos de mesa|0|0.0
1973|Brasil|Canada|Vinhos de mesa|0|0.0
1973|Brasil|Chile|Vinhos de mesa|301559|212140.0
1973|Brasil|China|Vinhos de mesa|0|0.0
1973|Brasil|Coreia do Sul, República|Vinhos de mesa|0|0.0
1973|Brasil|Croácia|Vinhos de mesa|0|0.0
1973|Brasil|Emirados Árabes Unidos|Vinhos de mesa|0|0.0
1973|Brasil|Eslovênia|Vinhos de mesa|0|0.0
1973|Brasil|Eslováquia|Vinhos de mesa|0|0.0
1973|Brasil|Espanha|Vinhos de mesa|226805|117135.0
1973|Brasil|Estados Unidos|Vinhos de mesa|0|0.0
1973|Brasil|França|Vinhos de mesa|259060|435641.0
1973|Brasil|Geórgia|Vinhos de mesa|0|0.0
1973|Brasil|Geórgia do Sul e Sandwich do Sul, Ilhas|Vinhos de mesa|0|0.0
1973|Brasil|Grécia|Vinhos de mesa|0|0.0
1973|Brasil|Hong Kong|Vinhos de mesa|0|0.0
1973|Brasil|Hungria|Vinhos de mesa|0|0.0
1973|Brasil|Indonesia|Vinhos de mesa|0|0.0
1973|Brasil|Irlanda|Vinhos de mesa|0|0.0
1973|Brasil|Israel|Vinhos de mesa|0|0.0
1973|Brasil|Itália|Vinhos de mesa|258754|186334.0
1973|Brasil|Japão|Vinhos de mesa|0|0.0
1973|Brasil|Iugoslavia|Vinhos de mesa|1251|813.0
1973|Brasil|Líbano|Vinhos de mesa|0|0.0
1973|Brasil|Luxemburgo|Vinhos de mesa|0|0.0
1973|Brasil|Macedônia|Vinhos de mesa|0|0.0
1973|Brasil|Marrocos|Vinhos de mesa|0|0.0
1973|Brasil|México|Vinhos de mesa|0|0.0
1973|Brasil|Moldávia|Vinhos de mesa|0|0.0
1973|Brasil|Montenegro|Vinhos de mesa|0|0.0
1973|Brasil|Noruega|Vinhos de mesa|0|0.0
1973|Brasil|Nova Zelândia|Vinhos de mesa|0|0.0
1973|Brasil|Paises Baixos (Holanda)|Vinhos de mesa|0|0.0
1973|Brasil|Panamá|Vinhos de mesa|0|0.0
1973|Brasil|Peru|Vinhos de mesa|0|0.0
1973|Brasil|Porto Rico|Vinhos de mesa|0|0.0
1973|Brasil|Portugal|Vinhos de mesa|2818320|2238637.0
1973|Brasil|Reino Unido|Vinhos de mesa|0|0.0
1973|Brasil|Republica Dominicana|Vinhos de mesa|0|0.0
1973|Brasil|Romênia|Vinhos de mesa|0|0.0
1973|Brasil|Rússia|Vinhos de mesa|0|0.0
1973|Brasil|San Marino|Vinhos de mesa|0|0.0
1973|Brasil|Sérvia|Vinhos de mesa|0|0.0
1973|Brasil|Síria|Vinhos de mesa|0|0.0
1973|Brasil|Suíça|Vinhos de mesa|0|0.0
1973|Brasil|Tcheca, República|Vinhos de mesa|0|0.0
1973|Brasil|Tunísia|Vinhos de mesa|0|0.0
1973|Brasil|Turquia|Vinhos de mesa|0|0.0
1973|Brasil|Ucrânia|Vinhos de mesa|0|0.0
1973|Brasil|Uruguai|Vinhos de mesa|0|0.0
1973|Brasil|Não consta na tabela|Vinhos de mesa|0|0.0
1973|Brasil|Não declarados|Vinhos de mesa|0|0.0
1973|Brasil|Outros|Vinhos de mesa|4306|5775.0
1974|Brasil|Africa do Sul|Vinhos de mesa|0|0.0
1974|Brasil|Alemanha|Vinhos de mesa|219173|202502.0
1974|Brasil|Argélia|Vinhos de mesa|0|0.0
1974|Brasil|Arábia Saudita|Vinhos de mesa|0|0.0
1974|Brasil|Argentina|Vinhos de mesa|215930|167473.0
1974|Brasil|Austrália|Vinhos de mesa|0|0.0
1974|Brasil|Áustria|Vinhos de mesa|5301|7394.0
1974|Brasil|Bermudas|Vinhos de mesa|0|0.0
1974|Brasil|Bélgica|Vinhos de mesa|0|0.0
1974|Brasil|Bolívia|Vinhos de mesa|0|0.0
1974|Brasil|Bósnia-Herzegovina|Vinhos de mesa|0|0.0
1974|Brasil|Brasil|Vinhos de mesa|0|0.0
1974|Brasil|Bulgária|Vinhos de mesa|0|0.0
1974|Brasil|Canada|Vinhos de mesa|0|0.0
1974|Brasil|Chile|Vinhos de mesa|550691|429885.0
1974|Brasil|China|Vinhos de mesa|0|0.0
1974|Brasil|Coreia do Sul, República|Vinhos de mesa|0|0.0
1974|Brasil|Croácia|Vinhos de mesa|0|0.0
1974|Brasil|Emirados Árabes Unidos|Vinhos de mesa|0|0.0
1974|Brasil|Eslovênia|Vinhos de mesa|0|0.0
1974|Brasil|Eslováquia|Vinhos de mesa|0|0.0
1974|Brasil|Espanha|Vinhos de mesa|362577|215208.0
1974|Brasil|Estados Unidos|Vinhos de mesa|0|0.0
1974|Brasil|França|Vinhos de mesa|316584|465175.0
1974|Brasil|Geórgia|Vinhos de mesa|0|0.0
1974|Brasil|Geórgia do Sul e Sandwich do Sul, Ilhas|Vinhos de mesa|0|0.0
1974|Brasil|Grécia|Vinhos de mesa|0|0.0
1974|Brasil|Hong Kong|Vinhos de mesa|0|0.0
1974|Brasil|Hungria|Vinhos de mesa|0|0.0
1974|Brasil|Indonesia|Vinhos de mesa|0|0.0
1974|Brasil|Irlanda|Vinhos de mesa|0|0.0
1974|Brasil|Israel|Vinhos de mesa|0|0.0
1974|Brasil|Itália|Vinhos de mesa|305763|278089.0
1974|Brasil|Japão|Vinhos de mesa|0|0.0
1974|Brasil|Iugoslavia|Vinhos de mesa|2520|1804.0
1974|Brasil|Líbano|Vinhos de mesa|0|0.0
1974|Brasil|Luxemburgo|Vinhos de mesa|0|0.0
1974|Brasil|Macedônia|Vinhos de mesa|0|0.0
1974|Brasil|Marrocos|Vinhos de mesa|0|0.0
1974|Brasil|México|Vinhos de mesa|0|0.0
1974|Brasil|Moldávia|Vinhos de mesa|0|0.0
1974|Brasil|Montenegro|Vinhos de mesa|0|0.0
1974|Brasil|Noruega|Vinhos de mesa|0|0.0
1974|Brasil|Nova Zelândia|Vinhos de mesa|0|0.0
1974|Brasil|Paises Baixos (Holanda)|Vinhos de mesa|0|0.0
1974|Brasil|Panamá|Vinhos de mesa|0|0.0
1974|Brasil|Peru|Vinhos de mesa|0|0.0
1974|Brasil|Porto Rico|Vinhos de mesa|0|0.0
1974|Brasil|Portugal|Vinhos de mesa|2245288|1917710.0
1974|Brasil|Reino Unido|Vinhos de mesa|0|0.0
1974|Brasil|Republica Dominicana|Vinhos de mesa|0|0.0
1974|Brasil|Romênia|Vinhos de mesa|0|0.0
1974|Brasil|Rússia|Vinhos de mesa|0|0.0
1974|Brasil|San Marino|Vinhos de mesa|0|0.0
1974|Brasil|Sérvia|Vinhos de mesa|0|0.0
1974|Brasil|Síria|Vinhos de mesa|0|0.0
1974|Brasil|Suíça|Vinhos de mesa|0|0.0
1974|Brasil|Tcheca, República|Vinhos de mesa|0|0.0
1974|Brasil|Tunísia|Vinhos de mesa|0|0.0
1974|Brasil|Turquia|Vinhos de mesa|0|0.0
1974|Brasil|Ucrânia|Vinhos de mesa|0|0.0
1974|Brasil|Uruguai|Vinhos de mesa|0|0.0
1974|Brasil|Não consta na tabela|Vinhos de mesa|0|0.0
1974|Brasil|Não declarados|Vinhos de mesa|0|0.0
1974|Brasil|Outros|Vinhos de mesa|21501|28163.0
1975|Brasil|Africa do Sul|Vinhos de mesa|0|0.0
1975|Brasil|Alemanha|Vinhos de mesa|134354|149931.0
1975|Brasil|Argélia|Vinhos de mesa|0|0.0
1975|Brasil|Arábia Saudita|Vinhos de mesa|0|0.0
1975|Brasil|Argentina|Vinhos de mesa|145823|90855.0
1975|Brasil|Austrália|Vinhos de mesa|0|0.0
1975|Brasil|Áustria|Vinhos de mesa|8835|5560.0
1975|Brasil|Bermudas|Vinhos de mesa|0|0.0
1975|Brasil|Bélgica|Vinhos de mesa|0|0.0
1975|Brasil|Bolívia|Vinhos de mesa|0|0.0
1975|Brasil|Bósnia-Herzegovina|Vinhos de mesa|0|0.0
1975|Brasil|Brasil|Vinhos de mesa|0|0.0
1975|Brasil|Bulgária|Vinhos de mesa|0|0.0
1975|Brasil|Canada|Vinhos de mesa|0|0.0
1975|Brasil|Chile|Vinhos de mesa|952233|764780.0
1975|Brasil|China|Vinhos de mesa|0|0.0
1975|Brasil|Coreia do Sul, República|Vinhos de mesa|0|0.0
1975|Brasil|Croácia|Vinhos de mesa|0|0.0
1975|Brasil|Emirados Árabes Unidos|Vinhos de mesa|0|0.0
1975|Brasil|Eslovênia|Vinhos de mesa|0|0.0
1975|Brasil|Eslováquia|Vinhos de mesa|0|0.0
1975|Brasil|Espanha|Vinhos de mesa|174608|123102.0
1975|Brasil|Estados Unidos|Vinhos de mesa|965|3761.0
1975|Brasil|França|Vinhos de mesa|191546|278746.0
1975|Brasil|Geórgia|Vinhos de mesa|0|0.0
1975|Brasil|Geórgia do Sul e Sandwich do Sul, Ilhas|Vinhos de mesa|0|0.0
1975|Brasil|Grécia|Vinhos de mesa|0|0.0
1975|Brasil|Hong Kong|Vinhos de mesa|0|0.0
1975|Brasil|Hungria|Vinhos de mesa|0|0.0
1975|Brasil|Indonesia|Vinhos de mesa|0|0.0
1975|Brasil|Irlanda|Vinhos de mesa|0|0.0
1975|Brasil|Israel|Vinhos de mesa|0|0.0
1975|Brasil|Itália|Vinhos de mesa|250541|244731.0
1975|Brasil|Japão|Vinhos de mesa|0|0.0
1975|Brasil|Iugoslavia|Vinhos de mesa|7969|5128.0
1975|Brasil|Líbano|Vinhos de mesa|0|0.0
1975|Brasil|Luxemburgo|Vinhos de mesa|0|0.0
1975|Brasil|Macedônia|Vinhos de mesa|0|0.0
1975|Brasil|Marrocos|Vinhos de mesa|0|0.0
1975|Brasil|México|Vinhos de mesa|0|0.0
1975|Brasil|Moldávia|Vinhos de mesa|0|0.0
1975|Brasil|Montenegro|Vinhos de mesa|0|0.0
1975|Brasil|Noruega|Vinhos de mesa|0|0.0
1975|Brasil|Nova Zelândia|Vinhos de mesa|0|0.0
1975|Brasil|Paises Baixos (Holanda)|Vinhos de mesa|0|0.0
1975|Brasil|Panamá|Vinhos de mesa|0|0.0
1975|Brasil|Peru|Vinhos de mesa|0|0.0
1975|Brasil|Porto Rico|Vinhos de mesa|0|0.0
1975|Brasil|Portugal|Vinhos de mesa|2192004|1838430.0
1975|Brasil|Reino Unido|Vinhos de mesa|0|0.0
1975|Brasil|Republica Dominicana|Vinhos de mesa|0|0.0
1975|Brasil|Romênia|Vinhos de mesa|0|0.0
1975|Brasil|Rússia|Vinhos de mesa|0|0.0
1975|Brasil|San Marino|Vinhos de mesa|0|0.0
1975|Brasil|Sérvia|Vinhos de mesa|0|0.0
1975|Brasil|Síria|Vinhos de mesa|0|0.0
1975|Brasil|Suíça|Vinhos de mesa|0|0.0
1975|Brasil|Tcheca, República|Vinhos de mesa|0|0.0
1975|Brasil|Tunísia|Vinhos de mesa|0|0.0
1975|Brasil|Turquia|Vinhos de mesa|0|0.0
1975|Brasil|Ucrânia|Vinhos de mesa|0|0.0
1975|Brasil|Uruguai|Vinhos de mesa|0|0.0
1975|Brasil|Não consta na tabela|Vinhos de mesa|0|0.0
1975|Brasil|Não declarados|Vinhos de mesa|0|0.0
1975|Brasil|Outros|Vinhos de mesa|18132|13989.0
1976|Brasil|Africa do Sul|Vinhos de mesa|0|0.0
1976|Brasil|Alemanha|Vinhos de mesa|168134|171308.0
1976|Brasil|Argélia|Vinhos de mesa|0|0.0
1976|Brasil|Arábia Saudita|Vinhos de mesa|0|0.0
1976|Brasil|Argentina|Vinhos de mesa|348653|277507.0
1976|Brasil|Austrália|Vinhos de mesa|0|0.0
1976|Brasil|Áustria|Vinhos de mesa|0|0.0
1976|Brasil|Bermudas|Vinhos de mesa|0|0.0
1976|Brasil|Bélgica|Vinhos de mesa|0|0.0
1976|Brasil|Bolívia|Vinhos de mesa|0|0.0
1976|Brasil|Bósnia-Herzegovina|Vinhos de mesa|0|0.0
1976|Brasil|Brasil|Vinhos de mesa|0|0.0
1976|Brasil|Bulgária|Vinhos de mesa|0|0.0
1976|Brasil|Canada|Vinhos de mesa|0|0.0
1976|Brasil|Chile|Vinhos de mesa|2175650|1574474.0
1976|Brasil|China|Vinhos de mesa|0|0.0
1976|Brasil|Coreia do Sul, República|Vinhos de mesa|0|0.0
1976|Brasil|Croácia|Vinhos de mesa|0|0.0
1976|Brasil|Emirados Árabes Unidos|Vinhos de mesa|0|0.0
1976|Brasil|Eslovênia|Vinhos de mesa|0|0.0
1976|Brasil|Eslováquia|Vinhos de mesa|0|0.0
1976|Brasil|Espanha|Vinhos de mesa|52474|41000.0
1976|Brasil|Estados Unidos|Vinhos de mesa|1800|2575.0
1976|Brasil|França|Vinhos de mesa|284613|423696.0
1976|Brasil|Geórgia|Vinhos de mesa|0|0.0
1976|Brasil|Geórgia do Sul e Sandwich do Sul, Ilhas|Vinhos de mesa|0|0.0
1976|Brasil|Grécia|Vinhos de mesa|0|0.0
1976|Brasil|Hong Kong|Vinhos de mesa|0|0.0
1976|Brasil|Hungria|Vinhos de mesa|0|0.0
1976|Brasil|Indonesia|Vinhos de mesa|0|0.0
1976|Brasil|Irlanda|Vinhos de mesa|0|0.0
1976|Brasil|Israel|Vinhos de mesa|0|0.0
1976|Brasil|Itália|Vinhos de mesa|304377|276633.0
1976|Brasil|Japão|Vinhos de mesa|0|0.0
1976|Brasil|Iugoslavia|Vinhos de mesa|2100|1870.0
1976|Brasil|Líbano|Vinhos de mesa|0|0.0
1976|Brasil|Luxemburgo|Vinhos de mesa|0|0.0
1976|Brasil|Macedônia|Vinhos de mesa|0|0.0
1976|Brasil|Marrocos|Vinhos de mesa|0|0.0
1976|Brasil|México|Vinhos de mesa|0|0.0
1976|Brasil|Moldávia|Vinhos de mesa|0|0.0
1976|Brasil|Montenegro|Vinhos de mesa|0|0.0
1976|Brasil|Noruega|Vinhos de mesa|0|0.0
1976|Brasil|Nova Zelândia|Vinhos de mesa|0|0.0
1976|Brasil|Paises Baixos (Holanda)|Vinhos de mesa|0|0.0
1976|Brasil|Panamá|Vinhos de mesa|0|0.0
1976|Brasil|Peru|Vinhos de mesa|0|0.0
1976|Brasil|Porto Rico|Vinhos de mesa|0|0.0
1976|Brasil|Portugal|Vinhos de mesa|2284423|1872573.0
1976|Brasil|Reino Unido|Vinhos de mesa|0|0.0
1976|Brasil|Republica Dominicana|Vinhos de mesa|0|0.0
1976|Brasil|Romênia|Vinhos de mesa|0|0.0
1976|Brasil|Rússia|Vinhos de mesa|0|0.0
1976|Brasil|San Marino|Vinhos de mesa|0|0.0
1976|Brasil|Sérvia|Vinhos de mesa|0|0.0
1976|Brasil|Síria|Vinhos de mesa|0|0.0
1976|Brasil|Suíça|Vinhos de mesa|0|0.0
1976|Brasil|Tcheca, República|Vinhos de mesa|0|0.0
1976|Brasil|Tunísia|Vinhos de mesa|0|0.0
1976|Brasil|Turquia|Vinhos de mesa|0|0.0
1976|Brasil|Ucrânia|Vinhos de mesa|0|0.0
1976|Brasil|Uruguai|Vinhos de mesa|0|0.0
1976|Brasil|Não consta na tabela|Vinhos de mesa|0|0.0
